name,year,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Жуковский,2017,108.2,26.1,378,57954.3,22.6,5.2,27.7,57.3,94.6,41.2,41.1,3648,9319.0,5776.1,54.3,831,11448.9,79.0,-584
Коломна,2017,142.7,38.9,521,44798.6,25.5,7.1,33.1,66.0,122.4,50.4,60.1,3445,103585.6,1630.3,50.3,644,14610.6,774.5,-810
Королев,2017,223.0,51.7,462,60621.4,28.6,10.2,29.8,51.0,147.0,7.3,46.0,6570,96612.09999999999,1381.2,105.7,2059,26403.1,728.7,1090
Красногорск,2017,161.5,46.9,339,64190.7,35.3,7.8,…,…,…,48.8,55.9,7833,64842.4,12387.0,579.8,11860,46676.2,2824.4,7563
Люберцы,2017,202.9,27.1,710,60607.1,26.9,12.2,…,…,…,2.9,28.2,9777,13504.800000000001,3268.4,294.4,6180,22534.4,1321.6,4282
Мытищи,2017,211.6,64.8,649,51664.3,29.0,11.0,33.2,42.0,218.9,1.4,44.7,11102,101838.0,19498.5,347.8,6709,121315.8,2336.4,5660
Ногинск,2017,102.6,30.2,360,45586.7,24.9,6.4,…,…,…,13.9,44.5,3276,68613.8,986.2,78.6,1279,22881.7,737.9,514
Одинцово,2017,140.5,27.1,491,52868.7,45.3,9.1,…,…,…,25.4,33.5,7358,28753.899999999998,5888.5,420.4,6695,21038.3,700,-1869
Орехово-Зуево,2017,118.8,19.9,679,41779.5,23.7,5.4,31.7,91.9,191.7,45.6,42.9,1841,18340.899999999998,…,7.4,34,15693.5,318.2,-574
Подольск,2017,302.8,72.1,965,53547,29.4,17.8,37.6,62.7,162.2,17.8,48.5,10941,130487.4,5471.6,100.1,1290,46995.7,2220.2,2851
Пушкино,2017,105.5,18.5,369,47169,33.9,5.3,…,…,…,5.9,30.1,4751,25017.100000000002,2342.0,100.1,1575,25390.6,771.5,-1174
Рамен-ское,2017,116.1,22.1,406,51481.5,32.0,5.6,…,…,…,32.1,47.7,3467,32072.2,1089.6,134.3,2437,14074.6,513.4,2726
Реутов,2017,103.8,18.8,360,52601.9,30.2,6.3,34,32.4,101.3,20.2,40.9,2292,6250.3,562.0,146.1,2210,23404.8,988.2,3581
СергиевПосад,2017,103.4,25.7,1103,40203.1,33.7,4.8,…,…,…,69.3,52.1,5325,13446.4,1337.2,76.4,906,16121.8,859.6,-813
Серпухов,2017,125.8,21,440,43608.4,26.2,6.2,26.7,56.3,119.2,19.2,52.1,3019,23197.2,…,16.3,217,12795.5,1265.2,244
Химки,2017,250.7,76.3,532,72067.3,43.1,15.7,22.6,35.8,125.6,4.9,37.7,12346,24795.399999999998,7416.4,523.7,9293,106098.5,23296.0,5813
Щелково,2017,125.6,25.9,440,57167.7,30.6,6.2,…,…,…,25.3,30.0,4573,55828.50000000001,776.7,164.6,3022,19805.1,854.3,-278
Балашиха,2018,490.0,54.3,1500,56176.0,28.3,20.1,25.0,29.2,135.8,25.7,42.4,8554,55431.4,5811.8,451.5,8713,94356.2,2177.4,19317
Долгопрудный,2018,112.0,17.7,205,74583.9,34.7,7.2,31.2,42.9,151.8,40.8,54.6,3383,23846.7,1080.0,168.3,3113,11215.1,255.7,2981
Домодедово,2018,133.5,55.2,330,67135.8,42.7,7.6,31.7,28.7,163.5,6.2,32.4,5005,33140.9,13456.4,264.1,3113,35918.9,6843.9,5370
Жуковский,2018,107.9,27.4,377,65143.9,22.8,5.2,30.0,55.5,105.5,22.3,42.0,3394,20647.6,934.0,15.9,372,13454.1,314.8,181
Коломна,2018,141.1,38.8,398,48558.0,25.5,7.1,36.6,55.3,123.8,16.2,60.0,2974,60383.2,521.6,46.3,304,17393.5,668.1,-884
Королев,2018,224.5,50.5,407,66172.3,29.4,10.2,27.9,50.4,145.2,5.4,46.6,5986,77895.0,1918.7,239.5,4600,28705.8,1074.7,1689
Красногорск,2018,171.8,50.6,307,67609.5,35.0,7.8,…,…,…,29.3,30.2,7602,72134.5,21556.6,418.6,8517,49886.2,3336.7,10058
Люберцы,2018,207.3,26.9,725,62295.5,30.2,12.2,…,…,…,1.1,38.1,8196,18051.399999999998,6178.6,468.2,10094,27520.3,1600,3657
Мытищи,2018,222.7,69.1,628,60349.1,29.3,11.0,36.9,39.8,209.9,8.5,48.7,9860,215433.30000000002,19782.8,395.0,6566,127338.1,2971.5,10799
Ногинск,2018,102.3,30.6,358,52464.4,29.9,6.4,…,…,…,51.8,42.9,2783,90081.4,160.7,88.1,1735,23109.4,813.3,-52
Одинцово,2018,137.5,29.3,481,58529.7,48.0,9.1,…,…,…,16.3,51.2,6206,36423.8,1566.2,358.4,6722,24526.4,1616.9,-3507
Орехово-Зуево,2018,118.0,19.2,615,45950.2,24.4,5.4,36.1,87.5,261.5,41.2,44.0,1745,19823.100000000002,612.9,31.8,555,16597.2,389.1,-189
Подольск,2018,304.2,75.0,801,56995.4,29.6,17.8,38.0,62.1,163.6,13.0,48.7,8618,147462.0,9216.7,168,2268,55332.3,2477.5,1532
Пушкино,2018,106.8,20.1,365,50434.6,32.2,5.3,…,…,…,12.4,36.4,4447,25323.1,3850.5,158.4,2908,28362,671.5,1356
Раменское,2018,119.9,22.9,418,55068.8,32.1,5.6,…,…,…,14.6,48.3,3231,35396.3,1582.7,170.6,3028,19217.3,602.7,3299
Реутов,2018,107.0,18.1,370,58106.0,30.8,6.3,30.5,29.0,94.7,7.0,40.4,2107,5228.0,699.8,163.5,2933,25700.3,1000,3259
СергиевПосад,2018,102.0,26.2,780,44097.5,34.5,4.8,…,…,…,25.1,46.4,4133,13607.0,2122.9,98.1,1315,19884.9,771.9,-1052
Серпухов,2018,124.9,20.9,437,47179.5,27.4,6.2,27.9,56.7,120.2,48.4,50.6,2666,23302.100000000002,…,29.7,470,14949.2,1319.1,-260
Химки,2018,254.7,82.8,515,80628.7,35.8,15.7,24.9,34.3,117.8,8.9,34.3,11111,27688.5,5621.3,182.6,3089,122093.6,26363.8,4184
Щелково,2018,124.8,27.8,437,62122.3,27.8,6.2,…,…,…,17.6,45.3,3795,73464.0,1191.8,86.3,1568,21349.8,752.7,-1361
Орёл,2017,315.3,87.7,1445,29583.6,29.1,13.8,79.0,170.3,340.6,12.2,53.6,9498,48840.700000000004,4300.3,112.0,1855,44172.9,898.1,-1642
Орёл,2018,311.6,86.4,1141,32300.2,29.8,13.6,79.4,172.9,361.0,10.5,55.1,9138,50740.600000000006,4808.0,87.0,1518,38529.6,889.3,-1844
Рязань,2017,539.0,155.2,870,36024.7,26.6,21.4,79.9,122.0,271.9,13.9,53.5,21816,231923.8,5127.5,380.8,6728,58661.6,1905.7,2896
Рязань,2018,539.8,152.9,805,39288.7,27.5,21.5,81.7,119.7,274.2,22.1,54.5,20601,235211.1,5334.7,461.2,8712,69130.5,1977.7,2753
Смоленск,2017,330.0,102.8,1254,31432,27.1,15.5,99.3,138.1,354.2,28.0,48.5,17107,63757.700000000004,1584.5,190.2,2963,57227.2,685.2,892
Смоленск,2018,329.4,100.1,1158,35231,27.4,15.7,98.4,138.1,359.4,42.5,51.4,17403,71109.5,1457.7,120.4,1834,63740.7,743.2,430
Тамбов,2017,293.7,87.6,865,28931.7,26.6,15.2,71.0,150.6,407.9,34.3,71.8,9580,55613.0,6839.4,380.2,3850,37613.7,946.7,4251
Тамбов,2018,291.7,87.2,606,31614.6,28.2,15.6,71.7,149.9,437.6,18.8,64.6,8975,66016.8,4994.0,400.0,4810,45252.0,960.8,-796
Тверь,2017,420.1,108.6,654,36097,26.2,19.6,86.9,160.1,314.1,33.6,50.9,19812,106304.5,2159.3,331.0,5764,59888.4,814.9,1752
Тверь,2018,420.9,110.9,422,40216,26.8,19.3,87.5,157.1,323.3,22.1,54.9,18772,142684.2,1462.5,214.9,4175,65979.0,880.6,2116
Тула,2017,550.0,173.1,1094,39180.2,28.6,27.5,60.2,148.9,313.4,6.8,56.4,22667,300874.5,7093.3,352.9,4734,84980.2,1794.5,2155
Тула,2018,546.9,175.0,973,43002.0,29.8,28.7,60.1,151.1,306.8,4.2,53.3,21590,373416.80000000005,6487.2,490.3,7268,74232.2,1976.1,941
Новомосковск,2017,136.6,33.2,358,35141.2,26.6,6.7,39.8,77.2,368.3,0.9,43.6,2653,109937.7,…,30.3,370,11506.5,191.1,43
Новомосковск,2018,134.9,30.6,247,37573.1,27.1,7.0,39.9,78.2,375.7,1.7,45.9,2421,133563.0,1659.2,47.1,570,12483.2,191.9,-709
Ярославль,2017,608.7,167.4,2606,37533.7,24.1,30.9,77.1,132.2,292.0,9.5,53.5,29516,212362.9,7483.3,356.9,6030,63980.8,1959.9,2043
Ярославль,2018,609.8,167.5,2043,41030.7,24.5,31.2,77.6,123.1,293.4,11.1,55.2,26704,233918.2,5702.7,280.1,4538,72907.4,2240.3,2948
Рыбинск,2017,188.7,54.7,1330,31242.8,26.0,10.5,36.1,69.4,284.4,26.1,43.7,5373,77660.99999999999,449.0,43.1,629,14098.2,544.8,-344
Рыбинск,2018,186.6,54.5,1186,34841.1,26.5,10.5,38.5,84.2,291.9,10.1,45.1,4633,86804.0,1018.0,41.0,491,14680.8,594.1,-697
Москва,2017,12506.5,4805.1,30100,73812,19.3,434.6,55.9,62.1,309,27.8,37.0,1001076,7723313.0,911097.4,3419.0,53667,4521886,164595,111000
Москва,2018,12615.3,4840.6,27900,83801,19.3,451.2,58.3,62.1,309,24.6,33.8,854131,9159884.0,915569.8,3541.2,58544,4798454,182610,98800
Петрозаводск,2017,279.2,66.4,1804,41234.4,25.4,16.2,78,92,312,32.5,48.3,14771,32276.2,6056.3,143.8,2739,34037.7,824.1,765
Петрозаводск,2018,280.2,66.4,1717,46196.7,25.9,16.1,77,92,316,30.1,51.2,13611,34848.0,10150.1,162.0,3116,37918.3,785.1,1237
Сыктывкар,2017,260.8,77.6,1401,44181.4,23.7,19.6,83.9,148.6,466.8,17.5,50.0,9494,97406.7,2364.7,141.1,2574,31576.4,720.1,-241
Сыктывкар,2018,260.3,76.6,1205,49089.8,24.3,19.9,84.2,153.6,476.1,9.8,49.5,9070,112569.6,2129.9,198.5,3627,36643.4,1015.1,-580
Ухта,2017,117.8,36.2,357,58575.7,23.8,8.7,49.1,119.5,346.8,0.9,43.2,2614,79179.9,3461.4,15.2,203,11150.7,408.2,-1190
Ухта,2018,116.2,35.4,307,62675.6,24.1,8.7,49.4,119.6,356.0,0.3,45.5,2423,98665.5,3770.2,6.6,78,13502.2,441.9,-1333
Вологда,2017,312.4,85.8,1800,35983.0,26.6,18941,59.9,137.5,337.8,19.7,50.7,19414,64865.5,10003.4,233.1,4700,34295.5,437.9,-1104
Вологда,2018,311.8,85.0,1500,40149.2,27.3,19368,59.2,138.4,367.6,27.4,53.3,17779,52163.0,16922.5,186.5,3812,41996.4,553.3,-1009
Череповец,2017,310.3,83.6,1300,43094.3,28.8,20900,60.0,139.8,371.9,17.4,44.7,13471,466816.7,5622.3,97.1,1561,18953.5,1322.6,-1607
Череповец,2017,318.0,85.5,1500,45641.9,25.2,22550,40.5,66.3,301.1,1.9,47.2,13225,565161.7,7324.8,119.9,2118,20536.9,1426.4,-587
Череповец,2018,316.5,84.3,1200,49776.4,25.8,22744,40.2,67.5,304.6,5.9,50.1,12027,565515.0,6745.7,106.0,1749,21952.9,1590.6,-775
Калининград,2017,475.1,117.0,1229,38686,28.7,26.2,68.2,121.3,338.7,29.3,47.5,36354,285486.8,11816.7,457.4,7456,56631.5,1314.8,8167
Калининград,2018,482.4,117.4,972,42450,28.2,27.1,68.3,117.5,327.5,17.5,39.9,33395,367175.39999999997,11727.3,509.3,8697,57909.7,1474.9,7955
Мурманск,2017,295.4,90.2,1921,61261.6,23.8,15.4,70.2,114.5,279.3,38.3,36.9,12581,85321.9,5044.7,21.9,450,96.7,104.1,-2322
Мурманск,2018,292.5,89.8,1778,68469.4,24.1,15.4,71.0,112.1,279.8,49.4,39.5,11704,102807.40000000001,2366.8,9.5,177,109.5,111.6,-2380
ВеликийНовгород,2017,222.9,70.6,1305,36640.1,25.0,14.9,80.2,145.9,400.0,14.0,43.3,8532,116910.90000000001,4201.8,104.7,2052,26110.7,866.2,621
ВеликийНовгород,2018,224.3,68.8,1220,39576.9,25.3,15.2,79.8,143.8,398.5,8.0,44.4,7781,130534.5,4120.1,105.4,2033,27127.9,927.1,1911
Псков,2017,210.5,56.1,843,30539.1,25.3,10.3,58.7,141.9,319.1,60.8,56.0,8999,28195.0,2340.5,33.7,452,25288.7,1500.7,1097
Псков,2018,210.1,54.1,553,33984.0,25.5,10.2,57.6,130.2,332.1,55.9,56.5,8781,29737.999999999996,2066.7,35.3,513,26695.2,807.0,103
Санкт-Петербург,2017,5351.9,2056.0,11800,53740,24.9,238.4,80.7,84.5,336.8,20.2,38.3,345277,2513171.0,517477.2,3536.1,69508,1326316,72406,64500
Санкт-Петербург,2018,5383.9,2082.7,12000,60421,25.4,245.0,81.2,83.1,340.0,17.9,40.0,314917,2912870.0,564787.6,3950.3,78174,1412406,78198,27800
Архангельск,2017,356.9,88.6,1300,45097.7,23.3,18.7,87.0,120.1,448.3,45.8,47.5,11561,37388.7,3296.1,137.6,2261,28631.3,749.7,-1353
Архангельск,2018,355.5,87.5,1300,50419.6,23.7,19.7,88.5,117.4,455.5,30.8,49.2,11164,37868.2,1530.7,84.1,1354,39868.0,974.1,-702
Северодвинск,2017,184.3,69.8,670,54679.6,23.2,12.7,63.4,79.0,440.5,66.7,40.6,2942,9392.5,1948.0,49.7,910,9425.3,1167.8,-667
Северодвинск,2018,183.3,70.8,670,59153.0,23.6,12.8,66.7,78.1,444.1,…,41.6,2811,1211.9,1412.7,67.7,1295,11600.4,751.8,-565
Нарьян-Мар,2017,24.8,12.1,100,70421.9,24.9,2.3,64.2,165.1,297.8,13.2,36.0,647,68045.1,2813.6,16.6,243,2335.7,746.5,-67
Нарьян-Мар,2018,24.8,12.2,100,77247.8,24.9,2.3,60.4,130.9,273.9,14.9,29.8,625,41569.9,2009.6,8.9,121,2412.3,680.4,-119
Махачкала,2017,726.7,102.4,583,28610.2,17.5,15.4,60.2,101.7,107.3,,54.9,11111,6461.199999999999,3394.2,1193.8,8837,3783.6,23.2,-2035
Махачкала,2018,732.5,104.7,601,32500.7,17.6,15.1,61.1,101.1,105.9,,56.3,10897,7653.7,3821.8,199.2,1966,3939.5,101.2,92
Дербент,2017,123.7,12.5,1267,22246.9,17.2,4.5,36.3,56.5,142.2,,37.3,1125,3963.5,118.1,115.9,1744,649.4,–,-339
Дербент,2018,124.7,13.1,1240,25805.0,17.0,4.9,36.5,56.3,141.6,,33.9,1084,4986.0,202.7,29.7,321,660.8,15.3,68
Каспийск,2017,116.3,11.3,223,29196.8,19.2,4.0,33.9,44.8,56.0,,28.5,1018,13585.5,–,110.3,1450,887.0,4.6,1621
Каспийск,2018,119.2,10.3,231,25404.3,20.5,4.4,34.0,43.7,54.6,,30.0,963,15560.1,–,207.3,3054,121.1,109.1,1527
Хасавюрт,2017,141.3,12.2,720,21149.6,16.3,3.9,36.2,72.9,90.5,,58.8,1464,0.0,655.0,42.9,342,208.3,–,-193
Хасавюрт,2018,142.7,12.6,720,24105.4,16.4,4.1,35.7,72.3,89.8,,89.9,1504,0.0,1057.7,53.1,423,89.8,–,-118
Магас,2017,8.7,8.2,39,36523.2,68.0,0.5,124.3,–,570.0,91.7,35.6,289,0.0,…,20.1,236,…,…,875
Магас,2018,10.3,8.3,63,38620.7,69.6,0.5,100.6,–,387.1,79.9,38.7,303,0.0,…,93.0,1102,…,…,1441
Назрань,2017,117.9,14.5,2560,21087.8,16.0,2.9,99.9,85.0,179.8,85.6,59.8,1887,0.1,…,187.2,757,460.8,–,506
Назрань,2018,119.8,15.5,2458,25209.7,16.3,3.1,103,82.9,177.3,78.7,62.3,2024,0.1,…,102.5,698,549.1,–,347
Нальчик,2017,265.3,55.3,1061,27958.3,20.0,14.9,95.6,172.2,340.3,55.0,50.0,6833,11888.7,748.7,258.7,2681,10059.4,…,-966
Нальчик,2018,264.7,54.3,984,31066.6,21.1,14.7,96.3,169.1,330.0,66.5,57.8,6246,13387.099999999999,369.9,241.5,2013,11834.1,…,-1660
Черкесск,2017,122.4,33.5,720,26960.8,24.4,5.1,88,139,263,61.0,47.6,2916,23420.5,2594.1,150.8,1959,7772.7,130.4,-287
Черкесск,2018,122.8,33.8,431,30072.0,24.8,5.2,96,145,262,54.8,50.7,2956,19554.5,1691.6,123.9,1621,8957.2,30.6,194
Владикавказ,2017,306.3,66.9,2807,28184.3,35.3,28.6,106.7,138.3,359.1,48.2,47.1,5967,17645.1,1292.8,145.8,2096,9582.9,873.6,-1597
Владикавказ,2018,304.9,67.6,2094,30444.0,35.8,28.4,107.7,139.7,365.6,59.1,47.9,5912,16211.0,4391.6,169.2,2486,11367.9,505.1,-2261
Грозный,2017,297.1,79.3,10000,30455,26.7,14.6,79.4,168.6,372.9,16.1,61.1,5101,16258.9,2831.4,194.8,2119,4020.5,5.1,-57
Грозный,2018,301.3,80.4,9800,34141,27.1,15.2,82.1,167.3,378.9,16.1,58.7,5244,15458.999999999998,3801.0,217.3,2209,4548.9,18.0,-1147
Ставрополь,2017,434.1,115.9,1330,33290.1,29.6,15.5,94.8,187.3,336.1,34.0,61.6,17635,44352.3,4963.1,373.1,5754,41593.6,1129.9,-1451
Ставрополь,2018,437.8,115.1,918,36479.7,30.4,15.8,99.6,190.8,343.8,25.2,63.4,15311,45921.40000000001,4337.9,332.9,5744,41640.2,1163.6,1810
Ессентуки,2017,108.7,16.6,324,28597.3,24.0,3.9,36.4,87.0,156.4,57.8,33.3,1731,2515.6,92.2,47.6,668,4893.7,23.7,921
Ессентуки,2018,110.5,17.2,194,31054.1,24.1,4.0,37.4,86.3,154.1,40.5,37.0,1684,2706.3,196.5,62.6,1027,5153.2,52.0,1527
Кисловодск,2017,136.4,16.3,343,28937.8,23.3,3.3,31.9,62.6,198.1,76.8,53.1,1871,4649.9,537.6,41.8,550,3028.4,75.2,-511
Кисловодск,2018,135.9,17.0,261,31620.5,23.4,3.4,32.5,61.6,194.6,49.1,60.8,1746,4487.6,…,17.4,130,3341.2,44.9,-648
Невинномысск,2017,117.4,24.0,675,34797.4,23.7,7.1,28.9,73.8,176.0,0.7,45.2,1799,95710.0,2675.7,14.5,281,6268.1,4.2,72
Невинномысск,2018,116.9,23.8,484,36905.1,24.1,7.1,29.3,74.4,177.5,2.4,47.8,1747,110410.9,2034.9,28.4,451,7018.9,61.1,-254
Пятигорск,2017,213.8,38.8,535,31845.6,27.3,8.4,34.7,99.4,185.7,28.8,44.1,4731,20208.6,325.6,68.5,712,14422.0,593.2,3
Пятигорск,2018,214.0,37.8,294,34346.1,27.5,8.4,34.8,97.2,178.8,5.1,48.5,4667,22783.0,138.9,71.4,761,16055.6,584.5,304
Уфа,2017,1120.5,307.9,5108,42312.8,23.6,44.7,78.5,122.6,373.1,8.5,60.3,47217,746454.9,27938.6,675.4,10360,145725.7,4857.7,2765
Уфа,2018,1124.2,310.3,4959,46512.8,24.1,45.1,81.9,120.1,372.5,12.0,61.3,46085,912633.7,26267.6,653.3,10803,161053.2,5290.6,2231
Нефтекамск,2017,127.8,30.7,738,31324.7,24.6,10.4,27.1,60.2,223.4,7.7,56.6,2029,37831.9,1574.4,89.6,1509,8159.6,200.0,429
Нефтекамск,2018,129.2,29.5,685,35114.5,25.0,10.4,26.9,59.9,222.1,6.3,60.5,1978,35458.1,1668.0,76.9,1450,9562.4,174.1,965
Октябрьский,2017,113.8,26.0,404,32766.0,24.0,6.5,35.8,66.5,247.7,5.9,54.4,1723,26378.9,1456.0,53.9,688,4846.0,136.4,-200
Октябрьский,2018,114.2,25.3,432,35612.2,24.5,6.5,35.1,65.9,247.9,14.4,56.7,1794,25678.5,1302.2,55.9,797,5702.2,242.8,189
Салават,2017,152.4,41.3,718,38592.3,22.4,9.3,33.1,85.4,193.6,13.0,34.5,1900,209993.50000000003,6144.8,37.9,440,9070.9,394.0,-484
Салават,2018,151.6,38.8,639,40006.0,22.7,9.1,31.8,84.9,184.7,0.5,37.4,1784,270324.3,5408.1,29.5,372,10141.5,501.1,-325
Стерлитамак,2017,279.6,55.3,1190,31436.8,21.7,18.9,31.7,78.8,309.9,5.2,53.9,3725,98359.00000000001,3224.9,110.5,1874,19269.9,474.9,-860
Стерлитамак,2018,278.1,54.7,1109,34576.5,22.1,19.0,30.9,77.5,310.4,10.5,52.9,3793,105232.7,2279.7,94.2,1649,22238.9,675.5,-1491
Йошкар-Ола,2017,279.3,66.6,1091,31100.1,25.5,14.9,59.7,136.0,385.8,17.4,49.9,8325,52699.0,1410.4,242.9,4089,22023.9,923.5,1239
Йошкар-Ола,2018,282.8,65.9,857,33039.2,26.1,15.4,58.8,131.7,369.0,11.2,51.5,7878,43528.200000000004,1784.8,204.1,3134,25941.0,1005.1,3643
Саранск,2017,348.4,93.4,1149,28210.8,23.7,14.8,…,…,…,50.7,45.4,9105,80306.3,12489.5,195.8,3415,24996.7,507.6,4176
Саранск,2018,347.9,91.1,1149,31169.2,24.3,15.0,…,…,…,29.3,47.9,8640,87426.79999999999,6953.8,211.5,3248,30844.9,724.4,-61
Казань,2017,1243.5,338.4,3818,41020.8,25.3,57.8,73.9,98.3,302,29.2,48.8,66030,329795.5,41981.0,804.1,12511,195247.3,8699.7,5502
Казань,2018,1252.0,340.2,3287,44871.5,25.7,58.7,75.4,97.5,294,28.8,45.3,66119,373366.9,41876.4,804.2,12964,219781.2,11195.3,3640
Альметьевск,2017,156.0,55.4,882,43628.7,25.4,8.8,31.0,56.6,242,0.6,60.4,3104,635217.8,6916.5,95.6,1128,19033.8,837.2,968
Альметьевск,2018,157.3,56.1,820,47315.7,25.6,8.8,30.9,55.8,239,0.4,59.7,3023,864201.2,8285.6,108.0,1201,23020.5,993.9,816
НабережныеЧелны,2017,532.5,129.9,1120,33841.5,22.5,27.0,36.9,57.2,222,2.8,45.8,16972,273530.39999999997,16689.6,249.9,3534,55916.2,2220.2,106
НабережныеЧелны,2018,533.9,130.1,928,37255.2,23.0,26.9,37.8,57.0,225,1.7,42.6,17146,311641.00000000006,19457.6,293.6,5404,64532.8,2528.8,-576
Нижнекамск,2017,237.9,77.7,1438,41042.8,21.3,14.5,31.2,63.3,270,0.2,32.1,2873,462227.49999999994,10858.8,103.1,1804,15227.3,993.4,-254
Нижнекамск,2018,238.9,74.8,1302,43228.6,21.6,14.3,31.1,63.0,269,0.4,40.2,2861,568814.8999999999,7283.5,99.0,1547,17650.1,1037.5,-13
Ижевск,2017,648.2,182.0,2399,35011.6,21.1,36.9,83.9,114.1,323.9,7.2,54.3,27202,185088.6,9160.9,340.2,5999,53811.5,905.7,749
Ижевск,2018,648.9,181.6,2017,38512.2,21.5,37.2,77.7,110.7,389.4,9.5,71.0,25670,318274.2,7865.5,401.0,7398,60637.2,1323.5,436
Чебоксары,2017,502.9,126.6,2079,30510.3,23.4,33.9,82.5,128.8,393.6,31.6,53.5,16538,86727.09999999999,3817.3,337.7,6687,38916.4,1202.9,853
Чебоксары,2018,505.8,127.2,2024,33214.1,24.0,33.8,82.0,132.5,395.5,29.1,54.6,16026,96833.79999999999,6314.1,410.1,8250,44385.4,1490.0,1459
Новочебоксарск,2017,126.9,21.3,375,25720.8,21.4,9.9,40.0,58.5,257.4,2.1,33.0,1822,30660.5,290.8,58.2,1074,7532.2,134.6,363
Новочебоксарск,2018,127.1,20.5,406,28947.6,21.7,9.9,38.7,58.1,259.2,3.4,36.5,1788,37178.1,279.0,45.6,871,8495.0,153.7,146
Пермь,2017,1051.6,276.9,3643,41325.9,23.5,58.6,77.9,117.6,172.2,11.6,51.6,53933,628305.9,21001.5,544.2,9438,111012.1,2494.9,2611
