name,year,inflow
Сафаровское,2022,9.0
Советское,2022,25.0
Духовницкий муниципальный район,2022,177.0
Городские поселения Духовницкого муниципального района/,2022,83.0
Духовницкое,2022,83.0
Сельские поселения Духовницкого муниципального района/,2022,94.0
Березово-Лукское,2022,29.0
Брыковское,2022,14.0
Горяиновское,2022,12.0
Дмитриевское,2022,19.0
Липовское,2022,6.0
Новозахаркинское,2022,14.0
Екатериновский муниципальный район,2022,416.0
Городские поселения Екатериновского муниципального района/,2022,157.0
Екатериновское,2022,157.0
Сельские поселения Екатериновского муниципального района/,2022,259.0
Альшанское,2022,13.0
Андреевское,2022,9.0
Бакурское,2022,40.0
Галаховское,2022,23.0
Индустриальное,2022,22.0
Кипецкое,2022,39.0
Коленовское,2022,9.0
Крутоярское,2022,11.0
Новоселовское,2022,42.0
Сластухинское,2022,51.0
Ершовский муниципальный район,2022,449.0
Городские поселения Ершовского муниципального района/,2022,255.0
город Ершов,2022,255.0
Сельские поселения Ершовского муниципального района/,2022,194.0
Антоновское,2022,19.0
Декабристское,2022,19.0
Марьевское,2022,12.0
Миусское,2022,27.0
Новокраснянское,2022,23.0
Новорепинское,2022,32.0
Новосельское,2022,40.0
Перекопновское,2022,22.0
Ивантеевский муниципальный район,2022,216.0
Сельские поселения Ивантеевского муниципального района/,2022,216.0
Бартеневское,2022,28.0
Знаменское,2022,34.0
Ивановское,2022,12.0
Ивантеевское,2022,83.0
Канаевское,2022,16.0
Николаевское,2022,12.0
Раевское,2022,18.0
Чернавское,2022,7.0
Яблоново-Гайское,2022,6.0
Калининский муниципальный район,2022,671.0
Городские поселения Калининского муниципального района/,2022,394.0
город Калининск,2022,394.0
Сельские поселения Калининского муниципального района/,2022,277.0
Ахтубинское,2022,30.0
Казачкинское,2022,36.0
Колокольцовское,2022,15.0
Малоекатериновское,2022,29.0
Озерское,2022,18.0
Свердловское,2022,34.0
Сергиевское,2022,32.0
Симоновское,2022,63.0
Таловское,2022,12.0
Широкоуступское,2022,8.0
Красноармейский муниципальный район,2022,1116.0
Городские поселения Красноармейского муниципального района/,2022,736.0
город Красноармейск,2022,666.0
Каменское,2022,70.0
Сельские поселения Красноармейского муниципального района/,2022,380.0
Высоковское,2022,32.0
Гвардейское,2022,28.0
Золотовское,2022,57.0
Карамышское,2022,62.0
Луганское,2022,87.0
Нижнебанновское,2022,10.0
Рогаткинское,2022,13.0
Россошанское,2022,22.0
Сплавнухинское,2022,69.0
Краснокутский муниципальный район,2022,509.0
Городские поселения Краснокутского муниципального района/,2022,267.0
город Красный Кут,2022,267.0
Сельские поселения Краснокутского муниципального района/,2022,242.0
Дьяковское,2022,34.0
Ждановское,2022,26.0
Журавлевское,2022,18.0
Комсомольское,2022,9.0
Интернациональное,2022,20.0
Лавровское,2022,15.0
Лебедевское,2022,23.0
Логиновское,2022,41.0
Первомайское,2022,28.0
Чкаловское,2022,12.0
Усатовское,2022,16.0
Краснопартизанский муниципальный район,2022,238.0
