oktmo,name,year,musartschool
10631000,Магдагачинский муниципальный район,2015,2.0
10631000,Магдагачинский муниципальный район,2016,2.0
10631000,Магдагачинский муниципальный район,2017,2.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2007,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2008,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2009,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2010,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2011,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2012,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2013,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2014,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2015,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2016,1.0
10631151,рабочий поселок (поселок городского типа) Магдагачи,2017,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2007,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2008,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2009,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2010,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2011,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2012,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2013,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2014,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2015,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2016,1.0
10631160,рабочий поселок (поселок городского типа) Сиваки,2017,1.0
10631170,рабочий поселок (поселок городского типа) Ушумун,2008,1.0
10631170,рабочий поселок (поселок городского типа) Ушумун,2011,0.0
10631170,рабочий поселок (поселок городского типа) Ушумун,2012,0.0
10631170,рабочий поселок (поселок городского типа) Ушумун,2013,0.0
10631170,рабочий поселок (поселок городского типа) Ушумун,2017,0.0
10631404,Гонжинский сельсовет,2011,0.0
10631404,Гонжинский сельсовет,2012,0.0
10631404,Гонжинский сельсовет,2013,0.0
10631404,Гонжинский сельсовет,2016,0.0
10631404,Гонжинский сельсовет,2017,0.0
10631406,Гудачинский сельсовет,2011,0.0
10631406,Гудачинский сельсовет,2012,0.0
10631406,Гудачинский сельсовет,2013,0.0
10631406,Гудачинский сельсовет,2016,0.0
10631406,Гудачинский сельсовет,2017,0.0
