oktmo,name,year,avgemployers
17654000,Суздальский муниципальный район,2016,6556.0
17654101,город Суздаль,2013,3814.0
17654403,Боголюбовское,2013,581.0
17654412,Селецкое,2013,634.0
17654432,Новоалександровское,2013,1041.0
17654436,Павловское,2013,776.0
17656000,Юрьев-Польский муниципальный район,2013,7169.0
17656000,Юрьев-Польский муниципальный район,2014,6870.0
17656000,Юрьев-Польский муниципальный район,2015,6679.0
17656000,Юрьев-Польский муниципальный район,2016,6455.0
17656101,город Юрьев-Польский,2013,5880.0
17656416,Красносельское,2013,567.0
17656432,Небыловское,2013,587.0
17656448,Симское,2013,136.0
17701000,город Владимир,2013,114895.0
17701000,город Владимир,2014,113574.0
17701000,город Владимир,2015,110590.0
17701000,город Владимир,2016,108648.0
17720000,город Гусь-Хрустальный,2013,12102.0
17720000,город Гусь-Хрустальный,2014,12507.0
17720000,город Гусь-Хрустальный,2015,13141.0
17720000,город Гусь-Хрустальный,2016,13391.0
17725000,город Ковров,2013,41158.0
17725000,город Ковров,2014,41969.0
17725000,город Ковров,2015,41201.0
17725000,город Ковров,2016,40998.0
17735000,округ Муром,2013,33154.0
17735000,округ Муром,2014,32810.0
17735000,округ Муром,2015,32174.0
17735000,округ Муром,2016,30966.0
18602000,Алексеевский муниципальный район,2013,3029.0
18602000,Алексеевский муниципальный район,2014,3062.0
18602000,Алексеевский муниципальный район,2015,2827.0
18602000,Алексеевский муниципальный район,2016,2777.0
18604000,Быковский муниципальный район,2013,3042.0
18604000,Быковский муниципальный район,2014,2778.0
18604000,Быковский муниципальный район,2015,2591.0
18604000,Быковский муниципальный район,2016,2567.0
18605000,Городищенский муниципальный район,2013,11757.0
18605000,Городищенский муниципальный район,2014,11956.0
18605000,Городищенский муниципальный район,2015,11290.0
18605000,Городищенский муниципальный район,2016,12103.0
18606000,Даниловский муниципальный район,2013,2437.0
18606000,Даниловский муниципальный район,2014,2402.0
18606000,Даниловский муниципальный район,2015,2288.0
18606000,Даниловский муниципальный район,2016,2250.0
18608000,Дубовский муниципальный район,2013,3561.0
